sector,p_date,ret,cum_ret
Consumer Non-Cyclicals,2015-01-01,0,0
Consumer Non-Cyclicals,2015-01-02,0.014475685,0.014475685000000071
Consumer Non-Cyclicals,2015-01-05,-0.017786057142857144,-0.003567837503449134
Consumer Non-Cyclicals,2015-01-06,0.009270205714285714,0.005669293623224547
Consumer Non-Cyclicals,2015-01-07,-1.668957142857143e-4,0.005501451728129991
Consumer Non-Cyclicals,2015-01-08,0.0095174,0.015071211244807259
Consumer Non-Cyclicals,2015-01-09,-0.00447054,0.010533294792088865
Consumer Non-Cyclicals,2015-01-12,0.011967527142857141,0.02262687942627406
Consumer Non-Cyclicals,2015-01-13,0.006094156666666667,0.02885892784104227
Consumer Non-Cyclicals,2015-01-14,-0.006670492857142857,0.021995931711870975
Consumer Non-Cyclicals,2015-01-15,-0.021347619999999998,1.787509201398585e-4
Consumer Non-Cyclicals,2015-01-16,-0.005766237142857142,-0.005588516942912292
Consumer Non-Cyclicals,2015-01-19,0.02708342,0.02134354690554585
Consumer Non-Cyclicals,2015-01-20,-0.00834118,0.012824336538968195
Consumer Non-Cyclicals,2015-01-21,-0.006634877142857143,0.006104371498736327
Consumer Non-Cyclicals,2015-01-22,-0.0122079,-0.006178050058083029
Consumer Non-Cyclicals,2015-01-23,6.422150000000005e-4,-0.00553980269450105
Consumer Non-Cyclicals,2015-01-26,-0.006300837142857143,-0.01180573444277655
Consumer Non-Cyclicals,2015-01-27,-0.012815062857142859,-0.024469506070960545
Consumer Non-Cyclicals,2015-01-28,0.019425853333333333,-0.005518993773700687
Consumer Non-Cyclicals,2015-01-29,0.007230725714285714,0.0016718256103884777
Consumer Non-Cyclicals,2015-01-30,0.004871962857142857,0.006551933539808541
Consumer Non-Cyclicals,2015-02-02,-0.009224818571428572,-0.0027333254298167464
Consumer Non-Cyclicals,2015-02-03,-0.008743484285714285,-0.0114529109275876
Consumer Non-Cyclicals,2015-02-04,-0.01585262857142857,-0.027123980756019517
Consumer Non-Cyclicals,2015-02-05,0.018411785714285714,-0.009211595963131924
Consumer Non-Cyclicals,2015-02-06,-0.0016459200000000002,-0.010842354413104216
Consumer Non-Cyclicals,2015-02-09,-0.01692892,-0.027587725062633184
Consumer Non-Cyclicals,2015-02-10,0.007665591428571429,-0.020133609862835633
Consumer Non-Cyclicals,2015-02-11,-0.014598378571428572,-0.03443807037547708
Consumer Non-Cyclicals,2015-02-12,0.03225920714285715,-0.003289808078462686
Consumer Non-Cyclicals,2015-02-13,-0.004675885714285714,-0.007950311026151513
Consumer Non-Cyclicals,2015-02-16,-0.0034175714285714287,-0.01134071169891182
Consumer Non-Cyclicals,2015-02-17,-7.756971428571427e-4,-0.01210761188410614
Consumer Non-Cyclicals,2015-02-18,-0.0010700157142857142,-0.013164672263413335
Consumer Non-Cyclicals,2015-02-19,-0.011275448571428572,-0.024291683249776153
Consumer Non-Cyclicals,2015-02-20,0.012946701428571428,-0.011659478991437044
Consumer Non-Cyclicals,2015-02-23,0.004742465714285715,-0.006972307956514823
Consumer Non-Cyclicals,2015-02-24,-0.003296097142857143,-0.010245423695037337
Consumer Non-Cyclicals,2015-02-25,0.0018958766666666666,-0.008368971088094312
Consumer Non-Cyclicals,2015-02-26,0.009196453333333333,7.505173931792175e-4
Consumer Non-Cyclicals,2015-02-27,0.008718305714285715,0.009475366347542646
Consumer Non-Cyclicals,2015-03-02,0.007699092857142858,0.017247410930050444
Consumer Non-Cyclicals,2015-03-03,-0.008570525714285715,0.008529065836883953
Consumer Non-Cyclicals,2015-03-04,-0.007123355714285714,0.0013449545527315365
Consumer Non-Cyclicals,2015-03-05,0.0022684214285714284,0.003616426905030945
Consumer Non-Cyclicals,2015-03-06,0.005986988571428572,0.009625066983009356
Consumer Non-Cyclicals,2015-03-09,-0.011731849999999999,-0.0022197028590752454
Consumer Non-Cyclicals,2015-03-10,-0.009829605714285714,-0.012027489769453337
Consumer Non-Cyclicals,2015-03-11,0.01121955714285714,-9.428757353497907e-4
Consumer Non-Cyclicals,2015-03-12,3.25407142857143e-4,-6.177754109918387e-4
Consumer Non-Cyclicals,2015-03-13,0.009639887142857143,0.009016156446623791
Consumer Non-Cyclicals,2015-03-16,-0.021754728571428572,-0.01293471616105868
Consumer Non-Cyclicals,2015-03-17,-0.008881161428571429,-0.02170100228737104
Consumer Non-Cyclicals,2015-03-18,0.017850687142857143,-0.0042376929470321345
Consumer Non-Cyclicals,2015-03-19,-0.021464942857142857,-0.02561167396722075
Consumer Non-Cyclicals,2015-03-20,0.018257455,-0.007821822952151947
Consumer Non-Cyclicals,2015-03-23,-0.008140234285714287,-0.015898385766494272
Consumer Non-Cyclicals,2015-03-24,0.01485555,-0.001279015031167674
Consumer Non-Cyclicals,2015-03-25,-0.024448400000000002,-0.025696145160079786
Consumer Non-Cyclicals,2015-03-26,-0.013480425714285715,-0.03883017589839155
Consumer Non-Cyclicals,2015-03-27,-0.0023535799999999996,-0.04109236597300059
Consumer Non-Cyclicals,2015-03-30,0.011402204285714286,-0.030158705238693795
Consumer Non-Cyclicals,2015-03-31,0.0038447016666666666,-0.02642995479632282
Consumer Non-Cyclicals,2015-04-01,0.0019304657142857143,-0.02455051120360141
Consumer Non-Cyclicals,2015-04-02,0,-0.02455051120360141
Consumer Non-Cyclicals,2015-04-03,0,-0.02455051120360141
Consumer Non-Cyclicals,2015-04-06,0,-0.02455051120360141
Consumer Non-Cyclicals,2015-04-07,0.025710216666666667,5.285065007432088e-4
Consumer Non-Cyclicals,2015-04-08,-0.0014434528571428576,-9.157092306181225e-4
Consumer Non-Cyclicals,2015-04-09,0.009037655714285714,0.008113670618906887
Consumer Non-Cyclicals,2015-04-10,0.009218484285714286,0.017406950649721198
Consumer Non-Cyclicals,2015-04-13,0.010767311428571428,0.028361688136959717
Consumer Non-Cyclicals,2015-04-14,-0.012205811428571429,0.01580969929119269
Consumer Non-Cyclicals,2015-04-15,6.4374e-4,0.016463616627014233
Consumer Non-Cyclicals,2015-04-16,-0.0035187871428571426,0.012886897521644958
Consumer Non-Cyclicals,2015-04-17,-0.001372431428571429,0.011496779709898153
Consumer Non-Cyclicals,2015-04-20,-0.008815761428571428,0.0025796654142073994
Consumer Non-Cyclicals,2015-04-21,0.011698187142857143,0.014308029965845792
Consumer Non-Cyclicals,2015-04-22,-0.00589726,0.008326391793049392
Consumer Non-Cyclicals,2015-04-23,-9.6302e-4,0.007355353311224944
Consumer Non-Cyclicals,2015-04-24,0.02832713,0.03589083936066806
Consumer Non-Cyclicals,2015-04-27,0.007602007142857142,0.04376568892070809
Consumer Non-Cyclicals,2015-04-28,-0.02658209,0.01602021543890575
Consumer Non-Cyclicals,2015-04-29,-0.015981022857142858,-2.1682684734258828e-4
Consumer Non-Cyclicals,2015-04-30,0.008321201428571429,0.008102570321356861
Consumer Non-Cyclicals,2015-05-01,0,0.008102570321356861
Consumer Non-Cyclicals,2015-05-04,0.0015737557142857142,0.00968907750198622
Consumer Non-Cyclicals,2015-05-05,-4.4309857142857124e-4,0.009241685714157954
Consumer Non-Cyclicals,2015-05-06,-0.011522212857142857,-0.002387011812942097
Consumer Non-Cyclicals,2015-05-07,-0.004278067142857143,-0.006654867158992772
Consumer Non-Cyclicals,2015-05-08,0.0012616642857142854,-0.005401599081498953
Consumer Non-Cyclicals,2015-05-11,0.004390742857142857,-0.001034573256940452
Consumer Non-Cyclicals,2015-05-12,-0.00685426,-0.007881742022848304
Consumer Non-Cyclicals,2015-05-13,0.025182448571428574,0.017102224985436454
Consumer Non-Cyclicals,2015-05-14,0,0.017102224985436454
Consumer Non-Cyclicals,2015-05-15,5.630233333333327e-4,0.017674877270488665
Consumer Non-Cyclicals,2015-05-18,0.008560457142857143,0.026386639442725013
Consumer Non-Cyclicals,2015-05-19,-5.414671428571428e-4,0.02583088480159934
Consumer Non-Cyclicals,2015-05-20,0.001738362857142857,0.027614151109448315
Consumer Non-Cyclicals,2015-05-21,9.831285714285716e-4,0.028624427941808417
Consumer Non-Cyclicals,2015-05-22,-5.489999999999947e-5,0.028567956460714417
Consumer Non-Cyclicals,2015-05-25,0,0.028567956460714417
Consumer Non-Cyclicals,2015-05-26,-0.008078811428571428,0.02025834989899722
Consumer Non-Cyclicals,2015-05-27,0.006109201428571428,0.02649131366771207
Consumer Non-Cyclicals,2015-05-28,0.013400287142857143,0.040246592020507954
Consumer Non-Cyclicals,2015-05-29,3.475814285714286e-4,0.04060816241702914
Consumer Non-Cyclicals,2015-06-01,-0.004410792857142857,0.03601825536715553
Consumer Non-Cyclicals,2015-06-02,0.008607414285714286,0.04493569369866335
Consumer Non-Cyclicals,2015-06-03,0.008172581428571428,0.05347551574303644
Consumer Non-Cyclicals,2015-06-04,2.1754857142857142e-4,0.05370469783652143
Consumer Non-Cyclicals,2015-06-05,0.005053697142857143,0.05902980225739296
Consumer Non-Cyclicals,2015-06-08,0.0029373757142857142,0.06214057067924861
Consumer Non-Cyclicals,2015-06-09,-0.0015482400000000002,0.06049612216210032
Consumer Non-Cyclicals,2015-06-10,-0.0047480585714285714,0.05546082445930178
Consumer Non-Cyclicals,2015-06-11,0.01202632,0.06815413408171311
Consumer Non-Cyclicals,2015-06-12,-0.007413407142857142,0.0602354725944394
Consumer Non-Cyclicals,2015-06-15,-0.014521745714285715,0.04483900266415741
Consumer Non-Cyclicals,2015-06-16,-0.014980117142857144,0.02918719200882225
Consumer Non-Cyclicals,2015-06-17,-0.009616835714285715,0.019289667864026416
Consumer Non-Cyclicals,2015-06-18,0.003882704285714286,0.023247268225826456
Consumer Non-Cyclicals,2015-06-19,0.010810234285714286,0.03430881092756466
Consumer Non-Cyclicals,2015-06-22,0.01261436625,0.04735596108420714
Consumer Non-Cyclicals,2015-06-23,0.009115792499999999,0.056903440699088925
Consumer Non-Cyclicals,2015-06-24,-0.005310183749999999,0.05129108922296943
Consumer Non-Cyclicals,2015-06-25,-0.0054053625,0.04560847979269944
Consumer Non-Cyclicals,2015-06-26,-0.0055952075,0.03975808338449971
Consumer Non-Cyclicals,2015-06-29,-0.01508468125,0.0240736641195336
Consumer Non-Cyclicals,2015-06-30,-0.0062597,0.01766327020424474
Consumer Non-Cyclicals,2015-07-01,0.011736126250000001,0.029606694823349544
Consumer Non-Cyclicals,2015-07-02,0.0033972349999999998,0.03310451072323772
Consumer Non-Cyclicals,2015-07-03,0.0015454549999999994,0.03470112725485741
Consumer Non-Cyclicals,2015-07-06,0.001803805,0.036567526321705346
Consumer Non-Cyclicals,2015-07-07,6.323842857142856e-4,0.03722303533643312
Consumer Non-Cyclicals,2015-07-08,0.010753448749999998,0.048376760089242854
Consumer Non-Cyclicals,2015-07-09,0.016707225000000003,0.06589222650482496
Consumer Non-Cyclicals,2015-07-10,0.006254863749999999,0.07255923715379664
Consumer Non-Cyclicals,2015-07-13,0.010172823749999999,0.08347019323479676
Consumer Non-Cyclicals,2015-07-14,0.0023828575,0.08605194831077267
Consumer Non-Cyclicals,2015-07-15,-0.004772801250000001,0.08086843821431011
Consumer Non-Cyclicals,2015-07-16,0.02052776125,0.10305624745663367
Consumer Non-Cyclicals,2015-07-17,0.00917016375,0.11317145387127159
Consumer Non-Cyclicals,2015-07-20,0.00399920375,0.11762325332398649
Consumer Non-Cyclicals,2015-07-21,-0.00288469125,0.11439925530432626
Consumer Non-Cyclicals,2015-07-22,-0.0071195175,0.10646527030420017
Consumer Non-Cyclicals,2015-07-23,-2.7377499999999986e-4,0.10616234777482259
Consumer Non-Cyclicals,2015-07-24,0.00114951875,0.10743390213413373
Consumer Non-Cyclicals,2015-07-27,-0.022093612500000002,0.08296668663101925
Consumer Non-Cyclicals,2015-07-28,0.01036742125,0.0941942584710398
Consumer Non-Cyclicals,2015-07-29,0.0071290699999999995,0.10199484593327779
Consumer Non-Cyclicals,2015-07-30,-0.0017067237499999999,0.1001140451573459
Consumer Non-Cyclicals,2015-07-31,0.0069691875000000006,0.10778094620943102
Consumer Non-Cyclicals,2015-08-03,0.01294907125,0.12212568061128937
Consumer Non-Cyclicals,2015-08-04,0.005301245,0.1280743437650016
Consumer Non-Cyclicals,2015-08-05,0.009417196249999999,0.13869764124482664
Consumer Non-Cyclicals,2015-08-06,7.052925e-4,0.13950075615096424
Consumer Non-Cyclicals,2015-08-07,0.00601189125,0.14635131077623664
Consumer Non-Cyclicals,2015-08-10,0.01025190625,0.1581035969438791
Consumer Non-Cyclicals,2015-08-11,-0.0046887025,0.15267359371362943
Consumer Non-Cyclicals,2015-08-12,-0.013591895,0.13700657525860094
Consumer Non-Cyclicals,2015-08-13,0.00874070625,0.14694481573725504
Consumer Non-Cyclicals,2015-08-14,0.0018930562499999998,0.1491160467890913
Consumer Non-Cyclicals,2015-08-17,-0.0017881949999999996,0.14706120321980332
Consumer Non-Cyclicals,2015-08-18,-7.054375000000001e-4,0.14625202323225706
Consumer Non-Cyclicals,2015-08-19,-0.007871369999999999,0.13722944944414728
Consumer Non-Cyclicals,2015-08-20,-0.022635755,0.11148740224774456
Consumer Non-Cyclicals,2015-08-21,-0.026695877142857146,0.08181527111150544
Consumer Non-Cyclicals,2015-08-24,-0.03636355,0.04247662740967861
Consumer Non-Cyclicals,2015-08-25,0.01817855,0.06142734090487667
Consumer Non-Cyclicals,2015-08-26,0.013381125,0.0756304328319426
Consumer Non-Cyclicals,2015-08-27,0.01843630875,0.09546108759252836
Consumer Non-Cyclicals,2015-08-28,0.0061123925,0.10215697572837068
Consumer Non-Cyclicals,2015-08-31,0.012408548571428573,0.11583314409503487
Consumer Non-Cyclicals,2015-09-01,-0.0195241125,0.09404749225849462
Consumer Non-Cyclicals,2015-09-02,0.005179825,0.09971446681008245
Consumer Non-Cyclicals,2015-09-03,0.01895064125,0.12055476114803532
Consumer Non-Cyclicals,2015-09-04,-0.0059992199999999996,0.1138323066138609
Consumer Non-Cyclicals,2015-09-07,-0.0010374075,0.11267680862523743
Consumer Non-Cyclicals,2015-09-08,0.0116957675,0.1256904178815601
Consumer Non-Cyclicals,2015-09-09,0.0111687475,0.13826296992204878
Consumer Non-Cyclicals,2015-09-10,-0.005466402499999999,0.13204076637760953
Consumer Non-Cyclicals,2015-09-11,0.007408902500000001,0.14042794604172637
Consumer Non-Cyclicals,2015-09-14,0.00283111875,0.14365663298278908
Consumer Non-Cyclicals,2015-09-15,0.003223805,0.14734355895448226
Consumer Non-Cyclicals,2015-09-16,0.0245959,0.1755635063961707
Consumer Non-Cyclicals,2015-09-17,-0.0013193287499999999,0.1740125516647315
Consumer Non-Cyclicals,2015-09-18,-0.006660277500000001,0.16619330228216134
Consumer Non-Cyclicals,2015-09-21,-0.0033788524999999996,0.16225290712726204
Consumer Non-Cyclicals,2015-09-22,-0.0055403075,0.15581366862900792
Consumer Non-Cyclicals,2015-09-23,-0.0018790037499999998,0.1536418904113528
Consumer Non-Cyclicals,2015-09-24,0.007706055000000001,0.1625319182691667
Consumer Non-Cyclicals,2015-09-25,0.023068825,0.18935016364863233
Consumer Non-Cyclicals,2015-09-28,-0.00826848375,0.1795160411474439
Consumer Non-Cyclicals,2015-09-29,-0.00227501,0.17683263035867314
Consumer Non-Cyclicals,2015-09-30,0.01685603375,0.19666936089409992
Consumer Non-Cyclicals,2015-10-01,0.008352185000000002,0.20666416478011906
Consumer Non-Cyclicals,2015-10-02,-0.004597605,0.20111639958280536
Consumer Non-Cyclicals,2015-10-05,0.032794625,0.2405065614884736
Consumer Non-Cyclicals,2015-10-06,0.009818855,0.2526869155422775
Consumer Non-Cyclicals,2015-10-07,-0.019008782499999998,0.22887486242413835
Consumer Non-Cyclicals,2015-10-08,-0.009698485,0.21695663800404086
Consumer Non-Cyclicals,2015-10-09,-3.6945000000000033e-4,0.21650703337413013
Consumer Non-Cyclicals,2015-10-12,0.01023446,0.22895732594691642
Consumer Non-Cyclicals,2015-10-13,0.00746082625,0.23812636302447077
Consumer Non-Cyclicals,2015-10-14,-0.0033477828571428564,0.233981384811361
