sector,p_date,ret,cum_ret
Energi,2020-01-01,0,0
Energi,2020-01-02,0.002601226,0.002601225999999901
Energi,2020-01-03,0.00960945,0.012235672351185611
Energi,2020-01-06,0.003502858,0.015781390173966292
Energi,2020-01-07,-0.0019088666666666667,0.01384239893764283
Energi,2020-01-08,-0.006038832857142858,0.007719974146973563
Energi,2020-01-09,-0.01161384,-0.003983524397573435
Energi,2020-01-10,0.002674591428571429,-0.0013195872692112198
Energi,2020-01-13,0.005091998333333333,0.0037656917279467184
Energi,2020-01-14,-0.008181608333333333,-0.004446726020208902
Energi,2020-01-15,-0.0028976983333333334,-0.007331539082964689
Energi,2020-01-16,5.403814285714285e-4,-0.006795119481956546
Energi,2020-01-17,0.00569315875,-0.0011406464258925109
Energi,2020-01-20,0.00277889,0.0016350738431609724
Energi,2020-01-21,-0.010126703333333334,-0.008508187397910039
Energi,2020-01-22,-0.005563618571428571,-0.014024469659922434
Energi,2020-01-23,-0.009635504999999999,-0.023524841812391895
Energi,2020-01-24,0.0071687325,-0.016524752610449722
Energi,2020-01-27,-0.013828499999999999,-0.03012474006897614
Energi,2020-01-28,-0.007416176666666667,-0.03731750634125386
Energi,2020-01-29,-0.00905026,-0.046030033206313825
Energi,2020-01-30,-0.012667870000000001,-0.058114800729560656
Energi,2020-01-31,-0.00845674,-0.06608007896963886
Energi,2020-02-03,-0.0070467242857142854,-0.07266115515807592
Energi,2020-02-04,0.005859364285714286,-0.06722753904985357
Energi,2020-02-05,0.015095065000000001,-0.05314727812160125
Energi,2020-02-06,-0.006923965,-0.05970325322804204
Energi,2020-02-10,-0.00685314,-0.06614723847521486
Energi,2020-02-11,0.01566075,-0.05152240384016571
Energi,2020-02-12,0.016508433333333333,-0.0358645246758007
Energi,2020-02-13,-0.0033724659999999993,-0.03911603878572534
Energi,2020-02-14,-0.00639182375,-0.04525783971000885
Energi,2020-02-17,-0.0020240433333333337,-0.047190279214596065
Energi,2020-02-18,-0.008670918571428573,-0.05545201471759187
Energi,2020-02-19,0.006604369999999999,-0.04921387034003222
Energi,2020-02-20,0.005438282857142857,-0.044043226430293236
Energi,2020-02-21,-0.009747508,-0.05336142272831812
Energi,2020-02-25,-0.00545824,-0.05852840327632547
Energi,2020-02-26,0.004456981666666667,-0.05433228163004067
Energi,2020-02-27,-0.0192113,-0.07249978786796152
Energi,2020-02-28,0.004867754,-0.06798494500035501
